Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2135,House,2 Bedrooms,-,-,-,-,40,-,-,-,-
2135,House,3 Bedrooms,600,610,695,s,150,1.67%,-9.29%,-53.57%,-45.83%
2135,House,4 or more Bedrooms,750,850,950,s,236,8.97%,0.00%,-34.37%,0.00%
2135,Other,Total,343,400,500,46,393,-20.00%,-21.57%,-6.12%,9.52%
2135,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2135,Other,1 Bedroom,-,-,-,-,50,-,-,-,-
2135,Other,Not Specified,283,300,388,s,127,-1.64%,-25.47%,75.00%,75.00%
2135,Other,2 Bedrooms,400,450,490,s,155,-9.09%,-13.88%,-29.17%,6.25%
2135,Other,3 Bedrooms,-,-,-,-,42,-,-,-,-
2135,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2135,Townhouse,Total,550,600,650,s,93,-4.76%,-11.11%,44.44%,62.50%
2135,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2135,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2135,Townhouse,2 Bedrooms,-,-,-,-,32,-,-,-,-
2135,Townhouse,3 Bedrooms,-,-,-,-,36,-,-,-,-
2135,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2135,Flat/Unit,Total,400,470,535,401,2575,-2.08%,-11.32%,-19.96%,23.38%
2135,Flat/Unit,Bedsitter,220,280,300,s,108,1.82%,-24.32%,-62.50%,200.00%
2135,Flat/Unit,1 Bedroom,330,360,400,66,392,-10.00%,-18.18%,-24.14%,13.79%
2135,Flat/Unit,Not Specified,-,-,-,-,50,-,-,-,-
2135,Flat/Unit,2 Bedrooms,440,480,530,271,1743,-4.00%,-12.73%,-14.78%,22.07%
2135,Flat/Unit,3 Bedrooms,550,600,650,41,273,0.00%,-7.69%,-14.58%,24.24%
2135,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2136,Total,Total,400,450,550,69,820,-6.25%,-6.25%,-11.54%,-28.87%
2136,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2136,Total,1 Bedroom,-,-,-,-,94,-,-,-,-
2136,Total,Not Specified,-,-,-,-,82,-,-,-,-
2136,Total,2 Bedrooms,400,440,460,37,413,-4.35%,-8.33%,-21.28%,-38.33%
2136,Total,3 Bedrooms,500,625,665,s,161,4.60%,-0.79%,-31.25%,-15.38%
2136,Total,4 or more Bedrooms,-,-,-,-,66,-,-,-,-
2136,House,Total,500,650,800,s,167,12.07%,2.36%,-13.33%,-38.10%
2136,House,Bedsitter,-,-,-,-,-,-,-,-,-
2136,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2136,House,Not Specified,-,-,-,-,-,-,-,-,-
2136,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2136,House,3 Bedrooms,-,-,-,-,78,-,-,-,-
2136,House,4 or more Bedrooms,-,-,-,-,50,-,-,-,-
2136,Other,Total,-,-,-,-,128,-,-,-,-
2136,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2136,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2136,Other,Not Specified,-,-,-,-,57,-,-,-,-
2136,Other,2 Bedrooms,-,-,-,-,36,-,-,-,-
2136,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2136,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2136,Townhouse,Total,-,-,-,-,76,-,-,-,-
2136,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2136,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2136,Townhouse,3 Bedrooms,-,-,-,-,36,-,-,-,-
2136,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2136,Flat/Unit,Total,380,420,460,43,449,-6.67%,-8.70%,-15.69%,-31.75%
2136,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2136,Flat/Unit,1 Bedroom,-,-,-,-,76,-,-,-,-
2136,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2136,Flat/Unit,2 Bedrooms,400,438,460,s,322,-2.78%,-8.85%,-18.92%,-34.78%
2136,Flat/Unit,3 Bedrooms,-,-,-,-,31,-,-,-,-
2136,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2137,Total,Total,465,550,700,311,3092,0.00%,-8.33%,-7.44%,11.87%
2137,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2137,Total,1 Bedroom,400,450,520,73,596,-2.17%,-6.25%,0.00%,15.87%
2137,Total,Not Specified,-,-,-,-,134,-,-,-,-
2137,Total,2 Bedrooms,470,530,650,137,1285,0.00%,-8.62%,-14.91%,35.64%
2137,Total,3 Bedrooms,553,655,800,74,847,-12.08%,-12.67%,2.78%,0.00%
2137,Total,4 or more Bedrooms,730,900,1250,s,224,0.00%,-5.26%,4.17%,-19.35%
2137,House,Total,650,750,900,43,578,4.90%,4.53%,-28.33%,-30.65%
2137,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2137,House,Not Specified,-,-,-,-,s,-,-,-,-
2137,House,2 Bedrooms,-,-,-,-,84,-,-,-,-
2137,House,3 Bedrooms,600,700,774,s,291,-2.78%,0.00%,-12.00%,-24.14%
2137,House,4 or more Bedrooms,750,900,1250,s,171,-1.37%,-5.26%,-5.56%,-26.09%
2137,Other,Total,365,420,590,s,249,-13.40%,-17.65%,15.00%,15.00%
2137,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2137,Other,1 Bedroom,-,-,-,-,49,-,-,-,-
2137,Other,Not Specified,-,-,-,-,70,-,-,-,-
2137,Other,2 Bedrooms,-,-,-,-,58,-,-,-,-
2137,Other,3 Bedrooms,-,-,-,-,58,-,-,-,-
2137,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2137,Townhouse,Total,-,-,-,-,148,-,-,-,-
2137,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2137,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2137,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2137,Townhouse,2 Bedrooms,-,-,-,-,36,-,-,-,-
2137,Townhouse,3 Bedrooms,-,-,-,-,77,-,-,-,-
2137,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2137,Flat/Unit,Total,458,525,626,236,2117,0.96%,-4.55%,-0.42%,33.33%
2137,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2137,Flat/Unit,1 Bedroom,400,488,526,64,518,2.63%,-2.50%,0.00%,14.29%
2137,Flat/Unit,Not Specified,-,-,-,-,46,-,-,-,-
2137,Flat/Unit,2 Bedrooms,470,530,650,128,1107,0.00%,-8.62%,-4.48%,52.38%
2137,Flat/Unit,3 Bedrooms,536,600,823,42,421,-16.67%,-26.83%,31.25%,35.48%
2137,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2138,Total,Total,450,530,600,445,3449,-3.64%,-10.17%,-19.24%,28.99%
2138,Total,Bedsitter,-,-,-,-,34,-,-,-,-
2138,Total,1 Bedroom,400,440,470,140,886,-2.22%,-12.00%,-5.41%,23.89%
2138,Total,Not Specified,-,-,-,-,53,-,-,-,-
2138,Total,2 Bedrooms,520,550,600,229,1881,-1.79%,-12.70%,-22.11%,28.65%
2138,Total,3 Bedrooms,650,750,843,56,509,1.35%,0.00%,-34.12%,36.59%
2138,Total,4 or more Bedrooms,620,800,1075,s,86,-20.00%,-15.79%,-15.38%,37.50%
2138,House,Total,550,630,763,36,316,-5.26%,-3.08%,-10.00%,9.09%
2138,House,Bedsitter,-,-,-,-,-,-,-,-,-
2138,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2138,House,Not Specified,-,-,-,-,-,-,-,-,-
2138,House,2 Bedrooms,-,-,-,-,58,-,-,-,-
2138,House,3 Bedrooms,-,-,-,-,163,-,-,-,-
2138,House,4 or more Bedrooms,620,800,1075,s,72,-17.95%,-15.79%,22.22%,57.14%
2138,Other,Total,-,-,-,-,134,-,-,-,-
2138,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2138,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2138,Other,Not Specified,-,-,-,-,s,-,-,-,-
2138,Other,2 Bedrooms,-,-,-,-,56,-,-,-,-
2138,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2138,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2138,Townhouse,Total,600,655,963,s,142,-12.67%,-1.50%,-7.69%,200.00%
2138,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2138,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2138,Townhouse,2 Bedrooms,-,-,-,-,58,-,-,-,-
2138,Townhouse,3 Bedrooms,-,-,-,-,72,-,-,-,-
2138,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2138,Flat/Unit,Total,450,530,600,389,"2,857",-3.64%,-9.01%,-20.29%,31.42%
2138,Flat/Unit,Bedsitter,-,-,-,-,31,-,-,-,-
2138,Flat/Unit,1 Bedroom,400,440,470,134,841,-2.22%,-12.87%,-4.29%,26.42%
2138,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2138,Flat/Unit,2 Bedrooms,520,555,600,214,1709,-0.89%,-11.90%,-24.65%,27.38%
2138,Flat/Unit,3 Bedrooms,700,780,850,33,250,4.00%,-8.24%,-38.89%,73.68%
2138,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2140,Total,Total,391,450,500,526,4009,-2.17%,-9.09%,-2.59%,7.35%
2140,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2140,Total,1 Bedroom,350,385,400,84,592,-3.75%,-10.47%,1.20%,-7.69%
2140,Total,Not Specified,-,-,-,-,158,-,-,-,-
2140,Total,2 Bedrooms,400,450,480,348,2558,-4.26%,-10.00%,-5.69%,9.78%
2140,Total,3 Bedrooms,513,550,600,78,601,-4.76%,-8.33%,18.18%,18.18%
2140,Total,4 or more Bedrooms,-,-,-,-,93,-,-,-,-
2140,House,Total,463,545,600,s,208,-2.68%,7.92%,-16.67%,-28.57%
2140,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2140,House,Not Specified,-,-,-,-,-,-,-,-,-
2140,House,2 Bedrooms,-,-,-,-,65,-,-,-,-
2140,House,3 Bedrooms,-,-,-,-,93,-,-,-,-
2140,House,4 or more Bedrooms,-,-,-,-,37,-,-,-,-
2140,Other,Total,400,460,520,60,501,-4.17%,-4.17%,5.26%,-17.81%
2140,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2140,Other,1 Bedroom,-,-,-,-,58,-,-,-,-
2140,Other,Not Specified,-,-,-,-,107,-,-,-,-
2140,Other,2 Bedrooms,430,460,500,41,276,-4.17%,-8.00%,0.00%,-4.65%
2140,Other,3 Bedrooms,-,-,-,-,57,-,-,-,-
2140,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2140,Townhouse,Total,-,-,-,-,108,-,-,-,-
2140,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2140,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2140,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2140,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2140,Townhouse,3 Bedrooms,-,-,-,-,53,-,-,-,-
2140,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2140,Flat/Unit,Total,390,440,481,436,3192,-2.22%,-10.20%,-3.54%,14.44%
2140,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2140,Flat/Unit,1 Bedroom,350,390,400,78,521,-2.50%,-9.30%,0.00%,6.85%
2140,Flat/Unit,Not Specified,-,-,-,-,46,-,-,-,-
2140,Flat/Unit,2 Bedrooms,390,440,480,296,2197,-5.38%,-12.00%,-6.33%,13.85%
2140,Flat/Unit,3 Bedrooms,480,550,590,53,398,-4.35%,-6.78%,0.00%,20.45%
2140,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2141,Total,Total,400,480,540,444,3759,-5.88%,-7.69%,-11.55%,13.85%
2141,Total,Bedsitter,-,-,-,-,49,-,-,-,-
2141,Total,1 Bedroom,400,420,440,62,328,-2.33%,-8.70%,19.23%,40.91%
2141,Total,Not Specified,-,-,-,-,128,-,-,-,-
2141,Total,2 Bedrooms,380,470,520,243,1853,-6.00%,-9.62%,-17.63%,7.05%
2141,Total,3 Bedrooms,490,530,620,89,1082,-5.36%,-7.02%,-19.82%,7.23%
2141,Total,4 or more Bedrooms,550,640,750,33,319,-5.19%,-1.54%,-13.16%,22.22%
2141,House,Total,480,533,580,70,826,-3.18%,-3.18%,-13.58%,7.69%
2141,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2141,House,Not Specified,-,-,-,-,s,-,-,-,-
2141,House,2 Bedrooms,-,-,-,-,110,-,-,-,-
2141,House,3 Bedrooms,480,500,548,34,454,-3.85%,-3.85%,-8.11%,17.24%
2141,House,4 or more Bedrooms,550,600,750,s,228,-6.25%,-7.69%,-10.34%,18.18%
2141,Other,Total,350,415,493,44,489,-9.78%,-15.31%,12.82%,7.32%
2141,Other,Bedsitter,-,-,-,-,35,-,-,-,-
2141,Other,1 Bedroom,-,-,-,-,35,-,-,-,-
2141,Other,Not Specified,-,-,-,-,64,-,-,-,-
2141,Other,2 Bedrooms,375,400,420,s,194,-2.44%,-4.76%,10.53%,10.53%
2141,Other,3 Bedrooms,-,-,-,-,127,-,-,-,-
2141,Other,4 or more Bedrooms,-,-,-,-,34,-,-,-,-
2141,Townhouse,Total,433,505,595,s,405,-8.18%,5.21%,-18.92%,3.45%
2141,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2141,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2141,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2141,Townhouse,2 Bedrooms,-,-,-,-,85,-,-,-,-
2141,Townhouse,3 Bedrooms,500,550,600,s,257,-4.35%,0.00%,-34.62%,30.77%
2141,Townhouse,4 or more Bedrooms,-,-,-,-,45,-,-,-,-
2141,Flat/Unit,Total,390,450,530,300,2039,-10.00%,-14.29%,-13.04%,17.65%
2141,Flat/Unit,Bedsitter,-,-,-,-,s,-,-,-,-
2141,Flat/Unit,1 Bedroom,400,420,440,58,271,-2.33%,-8.70%,28.89%,38.10%
2141,Flat/Unit,Not Specified,-,-,-,-,35,-,-,-,-
2141,Flat/Unit,2 Bedrooms,380,490,530,207,1464,-3.92%,-9.26%,-19.14%,14.36%
2141,Flat/Unit,3 Bedrooms,520,618,660,s,244,-3.52%,-11.15%,-22.22%,0.00%
2141,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2142,Total,Total,350,400,470,448,4036,0.00%,-11.11%,-8.38%,0.00%
2142,Total,Bedsitter,-,-,-,-,38,-,-,-,-
2142,Total,1 Bedroom,280,320,380,71,536,-8.57%,-15.79%,-20.22%,9.23%
2142,Total,Not Specified,228,265,393,s,323,-17.19%,-24.29%,3.70%,-28.21%
2142,Total,2 Bedrooms,366,410,460,266,2159,2.50%,-8.89%,-1.12%,8.13%
2142,Total,3 Bedrooms,450,500,560,65,760,2.04%,0.00%,-15.58%,-16.67%
2142,Total,4 or more Bedrooms,584,625,743,s,220,-0.40%,7.76%,-36.36%,-26.32%
2142,House,Total,393,455,544,58,751,-1.09%,-9.00%,-17.14%,-21.62%
2142,House,Bedsitter,-,-,-,-,-,-,-,-,-
2142,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2142,House,Not Specified,-,-,-,-,44,-,-,-,-
2142,House,2 Bedrooms,380,400,450,s,154,0.00%,6.67%,31.25%,75.00%
2142,House,3 Bedrooms,420,470,520,s,373,4.44%,-6.00%,-40.00%,-48.78%
2142,House,4 or more Bedrooms,580,625,728,s,154,7.76%,13.64%,-29.41%,9.09%
2142,Other,Total,243,310,399,42,439,-3.12%,-11.43%,-4.55%,0.00%
2142,Other,Bedsitter,-,-,-,-,s,-,-,-,-
2142,Other,1 Bedroom,-,-,-,-,63,-,-,-,-
2142,Other,Not Specified,175,235,265,s,170,-7.84%,-21.67%,18.75%,-13.64%
2142,Other,2 Bedrooms,350,390,410,s,124,9.86%,-4.88%,0.00%,30.00%
2142,Other,3 Bedrooms,-,-,-,-,50,-,-,-,-
2142,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2142,Townhouse,Total,390,510,558,s,257,0.99%,2.00%,-8.33%,-33.33%
2142,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2142,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2142,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2142,Townhouse,2 Bedrooms,-,-,-,-,52,-,-,-,-
2142,Townhouse,3 Bedrooms,515,540,560,s,145,4.85%,8.00%,0.00%,-20.00%
2142,Townhouse,4 or more Bedrooms,-,-,-,-,40,-,-,-,-
2142,Flat/Unit,Total,350,400,470,326,"2,589",0.00%,-6.98%,-7.12%,9.03%
2142,Flat/Unit,Bedsitter,-,-,-,-,s,-,-,-,-
2142,Flat/Unit,1 Bedroom,280,320,380,64,437,-11.11%,-15.79%,-16.88%,20.75%
2142,Flat/Unit,Not Specified,-,-,-,-,102,-,-,-,-
2142,Flat/Unit,2 Bedrooms,370,420,470,225,"1,829",5.00%,-6.67%,-3.85%,4.17%
2142,Flat/Unit,3 Bedrooms,470,500,573,s,192,-7.41%,2.04%,0.00%,33.33%
2142,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2143,Total,Total,333,400,488,74,811,-3.61%,-4.76%,-2.63%,15.63%
2143,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2143,Total,1 Bedroom,-,-,-,-,32,-,-,-,-
2143,Total,Not Specified,-,-,-,-,47,-,-,-,-
2143,Total,2 Bedrooms,328,360,400,35,334,-5.26%,-4.64%,-18.60%,9.38%
2143,Total,3 Bedrooms,428,455,520,s,289,-9.00%,-5.21%,-4.00%,26.32%
2143,Total,4 or more Bedrooms,-,-,-,-,108,-,-,-,-
2143,House,Total,400,450,500,33,343,-6.25%,-2.17%,37.50%,13.79%
2143,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2143,House,Not Specified,-,-,-,-,-,-,-,-,-
2143,House,2 Bedrooms,380,395,443,s,62,-1.25%,3.95%,140.00%,71.43%
2143,House,3 Bedrooms,450,460,550,s,206,-4.17%,-2.13%,6.25%,6.25%
2143,House,4 or more Bedrooms,-,-,-,-,61,-,-,-,-
2143,Other,Total,-,-,-,-,77,-,-,-,-
2143,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2143,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2143,Other,Not Specified,-,-,-,-,s,-,-,-,-
2143,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2143,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2143,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2143,Townhouse,Total,-,-,-,-,76,-,-,-,-
2143,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2143,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2143,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2143,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2143,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2143,Flat/Unit,Total,300,343,400,33,315,-9.77%,-7.33%,-19.51%,43.48%
2143,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2143,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2143,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2143,Flat/Unit,2 Bedrooms,313,336,364,s,228,-11.46%,-7.82%,-29.03%,15.79%
2143,Flat/Unit,3 Bedrooms,-,-,-,-,50,-,-,-,-
2143,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2144,Total,Total,345,420,500,498,"4,352",-6.67%,-6.67%,-7.09%,36.44%
2144,Total,Bedsitter,-,-,-,-,34,-,-,-,-
2144,Total,1 Bedroom,229,290,343,36,299,-3.33%,-13.43%,-37.93%,-14.29%
2144,Total,Not Specified,338,388,489,s,383,-14.36%,-9.88%,-20.00%,-27.27%
2144,Total,2 Bedrooms,340,400,480,303,2282,-4.76%,-6.98%,0.66%,48.53%
2144,Total,3 Bedrooms,450,500,575,111,1064,-1.96%,-10.31%,0.00%,68.18%
2144,Total,4 or more Bedrooms,515,585,625,s,290,-10.00%,-2.50%,-39.39%,11.11%
2144,House,Total,425,500,573,66,845,1.01%,0.00%,-12.00%,29.41%
2144,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2144,House,Not Specified,-,-,-,-,53,-,-,-,-
2144,House,2 Bedrooms,380,385,450,s,152,-3.75%,-8.88%,-27.27%,14.29%
2144,House,3 Bedrooms,456,510,580,34,421,9.68%,-1.92%,36.00%,47.83%
2144,House,4 or more Bedrooms,490,550,625,s,203,-10.57%,-8.33%,-25.00%,36.36%
2144,Other,Total,350,398,450,38,542,4.61%,-5.36%,-24.00%,-13.64%
2144,Other,Bedsitter,-,-,-,-,s,-,-,-,-
2144,Other,1 Bedroom,-,-,-,-,56,-,-,-,-
2144,Other,Not Specified,355,423,496,s,171,11.18%,-5.06%,55.56%,-12.50%
2144,Other,2 Bedrooms,335,375,400,s,193,-7.41%,-6.25%,-22.22%,-17.65%
2144,Other,3 Bedrooms,-,-,-,-,91,-,-,-,-
2144,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2144,Townhouse,Total,420,460,570,s,273,-23.33%,-8.00%,-17.14%,93.33%
2144,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2144,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2144,Townhouse,Not Specified,-,-,-,-,s,-,-,-,-
2144,Townhouse,2 Bedrooms,-,-,-,-,56,-,-,-,-
2144,Townhouse,3 Bedrooms,460,500,570,s,144,-16.67%,-9.09%,-5.56%,466.67%
2144,Townhouse,4 or more Bedrooms,-,-,-,-,54,-,-,-,-
2144,Flat/Unit,Total,330,410,500,365,"2,692",-5.75%,-6.82%,-2.93%,43.14%
2144,Flat/Unit,Bedsitter,-,-,-,-,s,-,-,-,-
2144,Flat/Unit,1 Bedroom,235,290,339,34,221,-9.37%,-23.18%,-20.93%,-5.56%
2144,Flat/Unit,Not Specified,-,-,-,-,147,-,-,-,-
2144,Flat/Unit,2 Bedrooms,334,400,480,264,1881,-8.05%,-9.09%,3.13%,57.14%
2144,Flat/Unit,3 Bedrooms,460,500,560,53,408,-5.66%,-18.03%,-10.17%,47.22%
2144,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2145,Total,Total,380,430,490,1079,"10,447",0.00%,-4.44%,-3.49%,7.04%
2145,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2145,Total,1 Bedroom,300,360,389,98,838,-7.69%,-10.00%,-24.03%,18.07%
2145,Total,Not Specified,360,430,490,33,615,0.00%,-10.42%,-19.51%,17.86%
2145,Total,2 Bedrooms,370,400,450,557,4999,-2.44%,-6.98%,0.18%,6.10%
2145,Total,3 Bedrooms,450,490,540,288,2825,-1.01%,0.00%,-0.69%,13.39%
2145,Total,4 or more Bedrooms,570,630,660,102,1157,3.28%,2.44%,0.00%,-12.07%
2145,House,Total,420,480,570,281,"2,940",-4.00%,0.00%,-1.40%,-1.40%
2145,House,Bedsitter,-,-,-,-,-,-,-,-,-
2145,House,1 Bedroom,-,-,-,-,62,-,-,-,-
2145,House,Not Specified,-,-,-,-,107,-,-,-,-
2145,House,2 Bedrooms,355,400,430,54,453,0.00%,-3.61%,5.88%,8.00%
2145,House,3 Bedrooms,450,480,530,144,1518,-4.00%,4.35%,1.41%,5.88%
2145,House,4 or more Bedrooms,560,630,655,71,797,1.61%,5.00%,-2.74%,-11.25%
2145,Other,Total,370,430,500,103,"1,266",7.50%,-3.37%,-11.97%,83.93%
2145,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2145,Other,1 Bedroom,-,-,-,-,131,-,-,-,-
2145,Other,Not Specified,-,-,-,-,292,-,-,-,-
2145,Other,2 Bedrooms,360,385,443,52,456,-3.75%,-12.50%,0.00%,67.74%
2145,Other,3 Bedrooms,460,490,540,s,255,13.95%,-8.41%,-25.00%,300.00%
2145,Other,4 or more Bedrooms,578,615,650,s,127,2.50%,-0.81%,180.00%,180.00%
2145,Townhouse,Total,423,500,560,114,1182,4.17%,0.00%,-15.56%,-16.18%
2145,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2145,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2145,Townhouse,Not Specified,-,-,-,-,57,-,-,-,-
2145,Townhouse,2 Bedrooms,380,420,460,37,362,0.00%,-3.45%,-30.19%,-11.90%
2145,Townhouse,3 Bedrooms,480,533,560,54,536,4.41%,6.50%,-6.90%,-10.00%
2145,Townhouse,4 or more Bedrooms,615,650,663,s,211,4.84%,0.00%,-20.00%,-46.67%
2145,Flat/Unit,Total,370,400,450,581,5059,-2.44%,-6.98%,0.00%,9.42%
2145,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2145,Flat/Unit,1 Bedroom,300,365,400,84,631,-7.59%,-8.75%,-17.65%,29.23%
2145,Flat/Unit,Not Specified,410,430,450,s,159,2.38%,-7.53%,-5.88%,45.45%
2145,Flat/Unit,2 Bedrooms,370,400,450,414,3728,-2.44%,-8.05%,3.50%,2.99%
2145,Flat/Unit,3 Bedrooms,460,485,520,66,516,-0.51%,-2.02%,13.79%,26.92%
2145,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2146,Total,Total,384,430,500,180,1827,-2.27%,-2.27%,-13.88%,17.65%
2146,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2146,Total,1 Bedroom,270,330,360,s,123,-5.71%,-10.81%,-40.91%,-31.58%
2146,Total,Not Specified,-,-,-,-,77,-,-,-,-
2146,Total,2 Bedrooms,360,390,420,75,611,-2.50%,-8.77%,-3.85%,29.31%
2146,Total,3 Bedrooms,430,475,500,62,762,1.06%,3.26%,-16.22%,8.77%
2146,Total,4 or more Bedrooms,520,555,610,s,251,-3.48%,6.22%,-9.37%,81.25%
2146,House,Total,440,490,550,69,775,6.52%,4.26%,-1.43%,21.05%
2146,House,Bedsitter,-,-,-,-,-,-,-,-,-
2146,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2146,House,Not Specified,-,-,-,-,s,-,-,-,-
2146,House,2 Bedrooms,-,-,-,-,96,-,-,-,-
2146,House,3 Bedrooms,450,468,500,38,479,0.54%,3.89%,-9.52%,18.75%
2146,House,4 or more Bedrooms,520,550,621,s,170,2.33%,5.26%,37.50%,57.14%
2146,Other,Total,-,-,-,-,182,-,-,-,-
2146,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2146,Other,1 Bedroom,-,-,-,-,31,-,-,-,-
2146,Other,Not Specified,-,-,-,-,33,-,-,-,-
2146,Other,2 Bedrooms,-,-,-,-,56,-,-,-,-
2146,Other,3 Bedrooms,-,-,-,-,45,-,-,-,-
2146,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2146,Townhouse,Total,403,473,500,s,319,-7.35%,2.16%,-33.33%,-13.33%
2146,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2146,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
